|dates|Wells_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wells_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wells_Indiana_UnitedStates.Male_Total_Population.data|Wells_Indiana_UnitedStates.Male_Total_Population.missing|Wells_Indiana_UnitedStates.Female_Total_Population.data|Wells_Indiana_UnitedStates.Female_Total_Population.missing|Wells_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Wells_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5164.0|0|13912.0|0|14294.0|0|6982.0|0
