|dates|Hall_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hall_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hall_Nebraska_UnitedStates.Male_Total_Population.data|Hall_Nebraska_UnitedStates.Male_Total_Population.missing|Hall_Nebraska_UnitedStates.Female_Total_Population.data|Hall_Nebraska_UnitedStates.Female_Total_Population.missing|Hall_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Hall_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9150.0|0|31080.0|0|30527.0|0|16920.0|0
