|dates|King_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|King_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|King_Texas_UnitedStates.Male_Total_Population.data|King_Texas_UnitedStates.Male_Total_Population.missing|King_Texas_UnitedStates.Female_Total_Population.data|King_Texas_UnitedStates.Female_Total_Population.missing|King_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|King_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|49.0|0|140.0|0|137.0|0|70.0|0
