|dates|Bollinger_Missouri_UnitedStates.JHU_ConfirmedCases.data|Bollinger_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Bollinger_Missouri_UnitedStates.NYT_ConfirmedCases.data|Bollinger_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Bollinger_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Bollinger_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Bollinger_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Bollinger_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1342.0|0|0.0|100|15.0|0|0.0|100
