|dates|Garrard_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Garrard_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Garrard_Kentucky_UnitedStates.Male_Total_Population.data|Garrard_Kentucky_UnitedStates.Male_Total_Population.missing|Garrard_Kentucky_UnitedStates.Female_Total_Population.data|Garrard_Kentucky_UnitedStates.Female_Total_Population.missing|Garrard_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Garrard_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3189.0|0|8656.0|0|8904.0|0|3841.0|0
