|dates|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Harmon_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Harmon_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Harmon_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|341.0|0|0.0|100|6.0|0|0.0|100
