|dates|Lafayette_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lafayette_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lafayette_Arkansas_UnitedStates.Male_Total_Population.data|Lafayette_Arkansas_UnitedStates.Male_Total_Population.missing|Lafayette_Arkansas_UnitedStates.Female_Total_Population.data|Lafayette_Arkansas_UnitedStates.Female_Total_Population.missing|Lafayette_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Lafayette_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1606.0|0|3283.0|0|3399.0|0|1230.0|0
