|dates|Unassigned_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Unassigned_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Unassigned_Missouri_UnitedStates.Male_Total_Population.data|Unassigned_Missouri_UnitedStates.Male_Total_Population.missing|Unassigned_Missouri_UnitedStates.Female_Total_Population.data|Unassigned_Missouri_UnitedStates.Female_Total_Population.missing|Unassigned_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Unassigned_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
