|dates|Powhatan_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Powhatan_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Powhatan_Virginia_UnitedStates.Male_Total_Population.data|Powhatan_Virginia_UnitedStates.Male_Total_Population.missing|Powhatan_Virginia_UnitedStates.Female_Total_Population.data|Powhatan_Virginia_UnitedStates.Female_Total_Population.missing|Powhatan_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Powhatan_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5324.0|0|15130.0|0|14059.0|0|5323.0|0
