|dates|Stewart_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Stewart_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Stewart_Tennessee_UnitedStates.Male_Total_Population.data|Stewart_Tennessee_UnitedStates.Male_Total_Population.missing|Stewart_Tennessee_UnitedStates.Female_Total_Population.data|Stewart_Tennessee_UnitedStates.Female_Total_Population.missing|Stewart_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Stewart_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2758.0|0|6773.0|0|6788.0|0|2836.0|0
