|dates|Coffey_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Coffey_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Coffey_Kansas_UnitedStates.Male_Total_Population.data|Coffey_Kansas_UnitedStates.Male_Total_Population.missing|Coffey_Kansas_UnitedStates.Female_Total_Population.data|Coffey_Kansas_UnitedStates.Female_Total_Population.missing|Coffey_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Coffey_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1766.0|0|4064.0|0|4169.0|0|1796.0|0
