|dates|Bacon_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bacon_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bacon_Georgia_UnitedStates.Male_Total_Population.data|Bacon_Georgia_UnitedStates.Male_Total_Population.missing|Bacon_Georgia_UnitedStates.Female_Total_Population.data|Bacon_Georgia_UnitedStates.Female_Total_Population.missing|Bacon_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Bacon_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1794.0|0|5468.0|0|5717.0|0|2850.0|0
