|dates|Lincoln_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Maine_UnitedStates.Male_Total_Population.data|Lincoln_Maine_UnitedStates.Male_Total_Population.missing|Lincoln_Maine_UnitedStates.Female_Total_Population.data|Lincoln_Maine_UnitedStates.Female_Total_Population.missing|Lincoln_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9518.0|0|16852.0|0|17490.0|0|5731.0|0
