|dates|Gallatin_Montana_UnitedStates.JHU_ConfirmedCases.data|Gallatin_Montana_UnitedStates.JHU_ConfirmedCases.missing|Gallatin_Montana_UnitedStates.NYT_ConfirmedCases.data|Gallatin_Montana_UnitedStates.NYT_ConfirmedCases.missing|Gallatin_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Gallatin_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Gallatin_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Gallatin_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|15952.0|0|0.0|100|64.0|0|0.0|100
