|dates|Carteret_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carteret_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carteret_NorthCarolina_UnitedStates.Male_Total_Population.data|Carteret_NorthCarolina_UnitedStates.Male_Total_Population.missing|Carteret_NorthCarolina_UnitedStates.Female_Total_Population.data|Carteret_NorthCarolina_UnitedStates.Female_Total_Population.missing|Carteret_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Carteret_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|17363.0|0|34054.0|0|35470.0|0|12208.0|0
