|dates|Leake_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Leake_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Leake_Mississippi_UnitedStates.Male_Total_Population.data|Leake_Mississippi_UnitedStates.Male_Total_Population.missing|Leake_Mississippi_UnitedStates.Female_Total_Population.data|Leake_Mississippi_UnitedStates.Female_Total_Population.missing|Leake_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Leake_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3719.0|0|11752.0|0|11011.0|0|5835.0|0
