|dates|Tooele_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tooele_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tooele_Utah_UnitedStates.Male_Total_Population.data|Tooele_Utah_UnitedStates.Male_Total_Population.missing|Tooele_Utah_UnitedStates.Female_Total_Population.data|Tooele_Utah_UnitedStates.Female_Total_Population.missing|Tooele_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Tooele_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6403.0|0|35389.0|0|34518.0|0|22807.0|0
