|dates|Lackawanna_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Lackawanna_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Lackawanna_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Lackawanna_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Lackawanna_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Lackawanna_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Lackawanna_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Lackawanna_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-02|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-03|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-04|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-05|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-06|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-07|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-08|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-09|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-10|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-11|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-12|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-13|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-14|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-15|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-16|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-17|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-18|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-19|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-20|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-21|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-22|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-23|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-24|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-25|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-26|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-27|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
0|2020-01-28|99689.5|0|5995.0|0|5.672544223608949|0|105684.5|0
