|dates|Grayson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grayson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grayson_Texas_UnitedStates.Male_Total_Population.data|Grayson_Texas_UnitedStates.Male_Total_Population.missing|Grayson_Texas_UnitedStates.Female_Total_Population.data|Grayson_Texas_UnitedStates.Female_Total_Population.missing|Grayson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Grayson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23617.0|0|65368.0|0|68623.0|0|31842.0|0
