|dates|Cherokee_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Cherokee_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Cherokee_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Cherokee_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Cherokee_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Cherokee_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Cherokee_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Cherokee_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-02|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-03|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-04|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-05|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-06|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-07|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-08|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-09|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-10|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-11|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-12|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-13|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-14|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-15|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-16|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-17|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-18|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-19|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-20|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-21|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-22|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-23|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-24|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
0|2020-01-25|24225.5|0|858.0|0|3.4205752785695775|0|25083.5|0
