|dates|Lincoln_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lincoln_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lincoln_Nevada_UnitedStates.Male_Total_Population.data|Lincoln_Nevada_UnitedStates.Male_Total_Population.missing|Lincoln_Nevada_UnitedStates.Female_Total_Population.data|Lincoln_Nevada_UnitedStates.Female_Total_Population.missing|Lincoln_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Lincoln_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1288.0|0|2791.0|0|2410.0|0|1031.0|0
