|dates|Hunt_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hunt_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hunt_Texas_UnitedStates.Male_Total_Population.data|Hunt_Texas_UnitedStates.Male_Total_Population.missing|Hunt_Texas_UnitedStates.Female_Total_Population.data|Hunt_Texas_UnitedStates.Female_Total_Population.missing|Hunt_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hunt_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15282.0|0|47593.0|0|48900.0|0|23183.0|0
