|dates|Graham_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Graham_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Graham_Kansas_UnitedStates.Male_Total_Population.data|Graham_Kansas_UnitedStates.Male_Total_Population.missing|Graham_Kansas_UnitedStates.Female_Total_Population.data|Graham_Kansas_UnitedStates.Female_Total_Population.missing|Graham_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Graham_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|684.0|0|1236.0|0|1256.0|0|484.0|0
