|dates|Pulaski_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pulaski_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pulaski_Kentucky_UnitedStates.Male_Total_Population.data|Pulaski_Kentucky_UnitedStates.Male_Total_Population.missing|Pulaski_Kentucky_UnitedStates.Female_Total_Population.data|Pulaski_Kentucky_UnitedStates.Female_Total_Population.missing|Pulaski_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Pulaski_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12130.0|0|31566.0|0|33057.0|0|14373.0|0
