|dates|Gonzales_Texas_UnitedStates.BLS_EmployedPopulation.data|Gonzales_Texas_UnitedStates.BLS_EmployedPopulation.missing|Gonzales_Texas_UnitedStates.BLS_UnemployedPopulation.data|Gonzales_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Gonzales_Texas_UnitedStates.BLS_UnemploymentRate.data|Gonzales_Texas_UnitedStates.BLS_UnemploymentRate.missing|Gonzales_Texas_UnitedStates.BLS_LaborForcePopulation.data|Gonzales_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|9126.0|0|428.0|0|4.479799037052543|0|9554.0|0
