|dates|Lorain_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lorain_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lorain_Ohio_UnitedStates.Male_Total_Population.data|Lorain_Ohio_UnitedStates.Male_Total_Population.missing|Lorain_Ohio_UnitedStates.Female_Total_Population.data|Lorain_Ohio_UnitedStates.Female_Total_Population.missing|Lorain_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Lorain_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|56629.0|0|152269.0|0|157192.0|0|68166.0|0
