|dates|NewMadrid_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|NewMadrid_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|NewMadrid_Missouri_UnitedStates.Male_Total_Population.data|NewMadrid_Missouri_UnitedStates.Male_Total_Population.missing|NewMadrid_Missouri_UnitedStates.Female_Total_Population.data|NewMadrid_Missouri_UnitedStates.Female_Total_Population.missing|NewMadrid_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|NewMadrid_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3313.0|0|8307.0|0|8989.0|0|4008.0|0
