|dates|Green_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Green_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Green_Wisconsin_UnitedStates.Male_Total_Population.data|Green_Wisconsin_UnitedStates.Male_Total_Population.missing|Green_Wisconsin_UnitedStates.Female_Total_Population.data|Green_Wisconsin_UnitedStates.Female_Total_Population.missing|Green_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Green_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6911.0|0|18350.0|0|18579.0|0|8155.0|0
