|dates|Barrow_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Barrow_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Barrow_Georgia_UnitedStates.Male_Total_Population.data|Barrow_Georgia_UnitedStates.Male_Total_Population.missing|Barrow_Georgia_UnitedStates.Female_Total_Population.data|Barrow_Georgia_UnitedStates.Female_Total_Population.missing|Barrow_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Barrow_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10058.0|0|39597.0|0|41212.0|0|20962.0|0
