|dates|Genesee_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Genesee_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Genesee_NewYork_UnitedStates.Male_Total_Population.data|Genesee_NewYork_UnitedStates.Male_Total_Population.missing|Genesee_NewYork_UnitedStates.Female_Total_Population.data|Genesee_NewYork_UnitedStates.Female_Total_Population.missing|Genesee_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Genesee_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10750.0|0|28611.0|0|28900.0|0|11699.0|0
