|dates|LeSueur_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|LeSueur_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|LeSueur_Minnesota_UnitedStates.Male_Total_Population.data|LeSueur_Minnesota_UnitedStates.Male_Total_Population.missing|LeSueur_Minnesota_UnitedStates.Female_Total_Population.data|LeSueur_Minnesota_UnitedStates.Female_Total_Population.missing|LeSueur_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|LeSueur_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4987.0|0|14369.0|0|14125.0|0|6808.0|0
