|dates|Chesterfield_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chesterfield_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chesterfield_SouthCarolina_UnitedStates.Male_Total_Population.data|Chesterfield_SouthCarolina_UnitedStates.Male_Total_Population.missing|Chesterfield_SouthCarolina_UnitedStates.Female_Total_Population.data|Chesterfield_SouthCarolina_UnitedStates.Female_Total_Population.missing|Chesterfield_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Chesterfield_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8395.0|0|22259.0|0|23495.0|0|10032.0|0
