|dates|Sumter_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Sumter_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Sumter_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Sumter_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Sumter_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Sumter_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Sumter_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Sumter_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-02|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-03|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-04|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-05|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-06|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-07|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-08|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-09|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-10|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-11|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-12|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-13|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-14|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-15|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-16|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-17|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-18|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-19|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-20|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-21|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-22|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-23|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-24|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-25|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-26|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-27|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-28|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-29|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-30|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-01-31|41968.0|0|1609.0|0|3.692314753195493|0|43577.0|0
0|2020-02-01|42167.0|0|1611.0|0|3.6799305587281284|0|43778.0|0
0|2020-02-02|42167.0|0|1611.0|0|3.6799305587281284|0|43778.0|0
0|2020-02-03|42167.0|0|1611.0|0|3.6799305587281284|0|43778.0|0
0|2020-02-04|42167.0|0|1611.0|0|3.6799305587281284|0|43778.0|0
0|2020-02-05|42167.0|0|1611.0|0|3.6799305587281284|0|43778.0|0
