|dates|Transylvania_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Transylvania_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Transylvania_NorthCarolina_UnitedStates.Male_Total_Population.data|Transylvania_NorthCarolina_UnitedStates.Male_Total_Population.missing|Transylvania_NorthCarolina_UnitedStates.Female_Total_Population.data|Transylvania_NorthCarolina_UnitedStates.Female_Total_Population.missing|Transylvania_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Transylvania_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10445.0|0|16539.0|0|17676.0|0|5342.0|0
