|dates|Danville_Virginia_UnitedStates.BLS_EmployedPopulation.data|Danville_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Danville_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Danville_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Danville_Virginia_UnitedStates.BLS_UnemploymentRate.data|Danville_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Danville_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Danville_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-02|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-03|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-04|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-05|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-06|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-07|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-08|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-09|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-10|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-11|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-12|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-13|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-14|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-15|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-16|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-17|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-18|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-19|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-20|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-21|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
0|2020-01-22|18265.5|0|1013.5|0|5.257015405363349|0|19279.0|0
