|dates|Ouray_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ouray_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ouray_Colorado_UnitedStates.Male_Total_Population.data|Ouray_Colorado_UnitedStates.Male_Total_Population.missing|Ouray_Colorado_UnitedStates.Female_Total_Population.data|Ouray_Colorado_UnitedStates.Female_Total_Population.missing|Ouray_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Ouray_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1314.0|0|2446.0|0|2387.0|0|742.0|0
