|dates|Queens_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Queens_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Queens_NewYork_UnitedStates.Male_Total_Population.data|Queens_NewYork_UnitedStates.Male_Total_Population.missing|Queens_NewYork_UnitedStates.Female_Total_Population.data|Queens_NewYork_UnitedStates.Female_Total_Population.missing|Queens_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Queens_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|357517.0|0|1105389.0|0|1173517.0|0|458457.0|0
