|dates|Douglas_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Douglas_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Douglas_Georgia_UnitedStates.Male_Total_Population.data|Douglas_Georgia_UnitedStates.Male_Total_Population.missing|Douglas_Georgia_UnitedStates.Female_Total_Population.data|Douglas_Georgia_UnitedStates.Female_Total_Population.missing|Douglas_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Douglas_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16774.0|0|69035.0|0|76296.0|0|37605.0|0
