|dates|Wasco_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wasco_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wasco_Oregon_UnitedStates.Male_Total_Population.data|Wasco_Oregon_UnitedStates.Male_Total_Population.missing|Wasco_Oregon_UnitedStates.Female_Total_Population.data|Wasco_Oregon_UnitedStates.Female_Total_Population.missing|Wasco_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Wasco_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5458.0|0|13322.0|0|13183.0|0|5871.0|0
