|dates|Whatcom_Washington_UnitedStates.BLS_EmployedPopulation.data|Whatcom_Washington_UnitedStates.BLS_EmployedPopulation.missing|Whatcom_Washington_UnitedStates.BLS_UnemployedPopulation.data|Whatcom_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Whatcom_Washington_UnitedStates.BLS_UnemploymentRate.data|Whatcom_Washington_UnitedStates.BLS_UnemploymentRate.missing|Whatcom_Washington_UnitedStates.BLS_LaborForcePopulation.data|Whatcom_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-02|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-03|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-04|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-05|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-06|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-07|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-08|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-09|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-10|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-11|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-12|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-13|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-14|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-15|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-16|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-17|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-18|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-19|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-20|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-21|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-22|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-23|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-24|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-25|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-26|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-27|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-28|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-29|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-30|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-01-31|111572.0|0|6747.5|0|5.70277933899315|0|118319.5|0
0|2020-02-01|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-02|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-03|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-04|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-05|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-06|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-07|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-08|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-09|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-10|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-11|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-12|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-13|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-14|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-15|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-16|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-17|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-18|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-19|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-20|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-21|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-22|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-23|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-24|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-25|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-26|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-27|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-28|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-02-29|112137.0|0|6123.0|0|5.177574835109081|0|118260.0|0
0|2020-03-01|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-02|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-03|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-04|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-05|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-06|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-07|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-08|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-09|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-10|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-11|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-12|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-13|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-14|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-15|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-16|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-17|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-18|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-19|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
0|2020-03-20|110598.0|0|6234.0|0|5.335866885784717|0|116832.0|0
