|dates|Colusa_California_UnitedStates.BLS_EmployedPopulation.data|Colusa_California_UnitedStates.BLS_EmployedPopulation.missing|Colusa_California_UnitedStates.BLS_UnemployedPopulation.data|Colusa_California_UnitedStates.BLS_UnemployedPopulation.missing|Colusa_California_UnitedStates.BLS_UnemploymentRate.data|Colusa_California_UnitedStates.BLS_UnemploymentRate.missing|Colusa_California_UnitedStates.BLS_LaborForcePopulation.data|Colusa_California_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-02|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-03|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-04|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-05|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-06|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-07|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-08|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-09|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-10|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-11|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-12|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-13|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-14|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-15|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-16|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-17|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-18|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-19|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-20|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-21|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-22|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-23|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-24|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-25|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-26|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-27|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-28|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-29|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-30|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-01-31|8636.5|0|2102.5|0|19.578173014247138|0|10739.0|0
0|2020-02-01|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-02|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-03|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-04|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-05|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-06|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-07|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-08|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-09|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-10|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-11|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-12|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
0|2020-02-13|8813.5|0|2204.0|0|20.00453823462673|0|11017.5|0
