|dates|King_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|King_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|King_Washington_UnitedStates.Male_Total_Population.data|King_Washington_UnitedStates.Male_Total_Population.missing|King_Washington_UnitedStates.Female_Total_Population.data|King_Washington_UnitedStates.Female_Total_Population.missing|King_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|King_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|295110.0|0|1121104.0|0|1112059.0|0|452859.0|0
