|dates|Jackson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Texas_UnitedStates.Male_Total_Population.data|Jackson_Texas_UnitedStates.Male_Total_Population.missing|Jackson_Texas_UnitedStates.Female_Total_Population.data|Jackson_Texas_UnitedStates.Female_Total_Population.missing|Jackson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2685.0|0|7400.0|0|7474.0|0|3784.0|0
