|dates|Valley_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Valley_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Valley_Idaho_UnitedStates.Male_Total_Population.data|Valley_Idaho_UnitedStates.Male_Total_Population.missing|Valley_Idaho_UnitedStates.Female_Total_Population.data|Valley_Idaho_UnitedStates.Female_Total_Population.missing|Valley_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Valley_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2772.0|0|5720.0|0|5321.0|0|2000.0|0
