|dates|Barry_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Barry_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Barry_Michigan_UnitedStates.Male_Total_Population.data|Barry_Michigan_UnitedStates.Male_Total_Population.missing|Barry_Michigan_UnitedStates.Female_Total_Population.data|Barry_Michigan_UnitedStates.Female_Total_Population.missing|Barry_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Barry_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11254.0|0|30784.0|0|30373.0|0|13514.0|0
