|dates|Jefferson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Texas_UnitedStates.Male_Total_Population.data|Jefferson_Texas_UnitedStates.Male_Total_Population.missing|Jefferson_Texas_UnitedStates.Female_Total_Population.data|Jefferson_Texas_UnitedStates.Female_Total_Population.missing|Jefferson_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|36809.0|0|130778.0|0|124223.0|0|61181.0|0
