|dates|BonHomme_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|BonHomme_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|BonHomme_SouthDakota_UnitedStates.Male_Total_Population.data|BonHomme_SouthDakota_UnitedStates.Male_Total_Population.missing|BonHomme_SouthDakota_UnitedStates.Female_Total_Population.data|BonHomme_SouthDakota_UnitedStates.Female_Total_Population.missing|BonHomme_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|BonHomme_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1422.0|0|4131.0|0|2849.0|0|1418.0|0
