|dates|Lake_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lake_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lake_Colorado_UnitedStates.Male_Total_Population.data|Lake_Colorado_UnitedStates.Male_Total_Population.missing|Lake_Colorado_UnitedStates.Female_Total_Population.data|Lake_Colorado_UnitedStates.Female_Total_Population.missing|Lake_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Lake_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1117.0|0|4207.0|0|3617.0|0|1561.0|0
