|dates|OutofCA_California_UnitedStates.JHU_ConfirmedCases.data|OutofCA_California_UnitedStates.JHU_ConfirmedCases.missing|OutofCA_California_UnitedStates.NYT_ConfirmedCases.data|OutofCA_California_UnitedStates.NYT_ConfirmedCases.missing|OutofCA_California_UnitedStates.JHU_ConfirmedDeaths.data|OutofCA_California_UnitedStates.JHU_ConfirmedDeaths.missing|OutofCA_California_UnitedStates.JHU_ConfirmedRecoveries.data|OutofCA_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
