|dates|Josephine_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Josephine_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Josephine_Oregon_UnitedStates.Male_Total_Population.data|Josephine_Oregon_UnitedStates.Male_Total_Population.missing|Josephine_Oregon_UnitedStates.Female_Total_Population.data|Josephine_Oregon_UnitedStates.Female_Total_Population.missing|Josephine_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Josephine_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|22709.0|0|42681.0|0|44712.0|0|17118.0|0
