|dates|Lexington_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lexington_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lexington_SouthCarolina_UnitedStates.Male_Total_Population.data|Lexington_SouthCarolina_UnitedStates.Male_Total_Population.missing|Lexington_SouthCarolina_UnitedStates.Female_Total_Population.data|Lexington_SouthCarolina_UnitedStates.Female_Total_Population.missing|Lexington_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Lexington_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|46581.0|0|143554.0|0|151478.0|0|68294.0|0
