|dates|Sumner_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sumner_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sumner_Tennessee_UnitedStates.Male_Total_Population.data|Sumner_Tennessee_UnitedStates.Male_Total_Population.missing|Sumner_Tennessee_UnitedStates.Female_Total_Population.data|Sumner_Tennessee_UnitedStates.Female_Total_Population.missing|Sumner_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Sumner_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|29664.0|0|91378.0|0|95771.0|0|43922.0|0
