|dates|Martin_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Martin_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Martin_Florida_UnitedStates.Male_Total_Population.data|Martin_Florida_UnitedStates.Male_Total_Population.missing|Martin_Florida_UnitedStates.Female_Total_Population.data|Martin_Florida_UnitedStates.Female_Total_Population.missing|Martin_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Martin_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|49690.0|0|79518.0|0|81394.0|0|26388.0|0
