|dates|Durham_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Durham_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Durham_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Durham_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Durham_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Durham_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Durham_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Durham_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-02|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-03|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-04|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-05|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-06|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-07|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-08|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-09|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-10|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-11|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-12|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-13|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-14|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-15|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-16|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
0|2020-01-17|168803.0|0|5689.0|0|3.2603213900923826|0|174492.0|0
