|dates|Sublette_Wyoming_UnitedStates.BLS_EmployedPopulation.data|Sublette_Wyoming_UnitedStates.BLS_EmployedPopulation.missing|Sublette_Wyoming_UnitedStates.BLS_UnemployedPopulation.data|Sublette_Wyoming_UnitedStates.BLS_UnemployedPopulation.missing|Sublette_Wyoming_UnitedStates.BLS_UnemploymentRate.data|Sublette_Wyoming_UnitedStates.BLS_UnemploymentRate.missing|Sublette_Wyoming_UnitedStates.BLS_LaborForcePopulation.data|Sublette_Wyoming_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-02|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-03|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-04|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-05|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-06|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-07|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-08|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-09|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-10|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-11|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-12|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-13|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-14|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-15|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-16|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-17|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-18|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-19|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-20|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-21|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-22|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-23|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-24|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-25|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-26|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-27|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
0|2020-01-28|3858.0|0|269.0|0|6.518051853646717|0|4127.0|0
