|dates|Rock_Nebraska_UnitedStates.BLS_EmployedPopulation.data|Rock_Nebraska_UnitedStates.BLS_EmployedPopulation.missing|Rock_Nebraska_UnitedStates.BLS_UnemployedPopulation.data|Rock_Nebraska_UnitedStates.BLS_UnemployedPopulation.missing|Rock_Nebraska_UnitedStates.BLS_UnemploymentRate.data|Rock_Nebraska_UnitedStates.BLS_UnemploymentRate.missing|Rock_Nebraska_UnitedStates.BLS_LaborForcePopulation.data|Rock_Nebraska_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-25|872.0|0|23.0|0|2.569832402234637|0|895.0|0
0|2020-01-26|872.0|0|23.0|0|2.569832402234637|0|895.0|0
0|2020-01-27|872.0|0|23.0|0|2.569832402234637|0|895.0|0
0|2020-01-28|872.0|0|23.0|0|2.569832402234637|0|895.0|0
0|2020-01-29|872.0|0|23.0|0|2.569832402234637|0|895.0|0
0|2020-01-30|872.0|0|23.0|0|2.569832402234637|0|895.0|0
0|2020-01-31|872.0|0|23.0|0|2.569832402234637|0|895.0|0
0|2020-02-01|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-02|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-03|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-04|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-05|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-06|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-07|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-08|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-09|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-10|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-11|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-12|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-13|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-14|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-15|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-16|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-17|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-18|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-19|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-20|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-21|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-22|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-23|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-24|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-25|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-26|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-27|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-28|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-02-29|869.0|0|20.0|0|2.249718785151856|0|889.0|0
0|2020-03-01|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-02|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-03|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-04|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-05|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-06|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-07|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-08|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-09|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-10|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-11|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-12|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-13|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-14|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-15|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-16|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-17|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-18|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-19|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-20|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-21|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-22|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-23|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-24|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-25|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-26|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-27|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-28|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-29|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-30|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-03-31|869.0|0|28.5|0|3.1754874651810585|0|897.5|0
0|2020-04-01|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-02|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-03|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-04|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-05|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-06|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-07|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-08|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-09|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-10|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-11|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-12|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-13|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-14|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-15|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-16|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-17|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-18|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-19|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-20|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-21|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-22|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-23|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-24|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-25|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-26|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-27|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-28|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-29|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-04-30|885.5|0|33.0|0|3.592814371257485|0|918.5|0
0|2020-05-01|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-02|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-03|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-04|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-05|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-06|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-07|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-08|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-09|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-10|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-11|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-12|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-13|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-14|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-15|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-16|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-17|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-18|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-19|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-20|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-21|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-22|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-23|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-24|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-25|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-26|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-27|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-28|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-29|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-30|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-05-31|863.0|0|20.0|0|2.2650056625141564|0|883.0|0
0|2020-06-01|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-02|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-03|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-04|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-05|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-06|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-07|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-08|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-09|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-10|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-11|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-12|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-13|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-14|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-15|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-16|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-17|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-18|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-19|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-20|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-21|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-22|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-23|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-24|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-25|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-26|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-27|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-28|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-29|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-06-30|852.0|0|25.0|0|2.8506271379703536|0|877.0|0
0|2020-07-01|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-02|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-03|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-04|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-05|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-06|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-07|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-08|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-09|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-10|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-11|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-12|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-13|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-14|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-15|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-16|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-17|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-18|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-19|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-20|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-21|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-22|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-23|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-24|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-25|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-26|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-27|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-28|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-29|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-30|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-07-31|839.0|0|13.0|0|1.5258215962441315|0|852.0|0
0|2020-08-01|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-02|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-03|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-04|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-05|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-06|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-07|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-08|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-09|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-10|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-11|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-12|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-13|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-14|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-15|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-16|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-17|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-18|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-19|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-20|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-21|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-22|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-23|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-24|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-25|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-26|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-27|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-28|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-29|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-30|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-08-31|818.0|0|13.0|0|1.5643802647412757|0|831.0|0
0|2020-09-01|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-02|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-03|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-04|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-05|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-06|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-07|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-08|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-09|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-10|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-11|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-12|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-13|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-14|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-15|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-16|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-17|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-18|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-19|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-20|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-21|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-22|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-23|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-24|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-25|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-26|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-27|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-28|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-29|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-09-30|830.0|0|13.0|0|1.5421115065243178|0|843.0|0
0|2020-10-01|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-02|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-03|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-04|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-05|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-06|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-07|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-08|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-09|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-10|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-11|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-12|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-13|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-14|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-15|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-16|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-17|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-18|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-19|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-20|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-21|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-22|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-23|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-24|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-25|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-26|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-27|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-28|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-29|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-30|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-10-31|852.0|0|12.0|0|1.3888888888888888|0|864.0|0
0|2020-11-01|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-02|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-03|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-04|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-05|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-06|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-07|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-08|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-09|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-10|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-11|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-12|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-13|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-14|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-15|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-16|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-17|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-18|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-19|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-20|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-21|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-22|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-23|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-24|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-25|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-26|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-27|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-28|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-29|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-11-30|874.0|0|10.0|0|1.1312217194570136|0|884.0|0
0|2020-12-01|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-02|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-03|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-04|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-05|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-06|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-07|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-08|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-09|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-10|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-11|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-12|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-13|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-14|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-15|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-16|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-17|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-18|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-19|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-20|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
0|2020-12-21|863.0|0|7.0|0|0.8045977011494253|0|870.0|0
