|dates|Sanpete_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sanpete_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sanpete_Utah_UnitedStates.Male_Total_Population.data|Sanpete_Utah_UnitedStates.Male_Total_Population.missing|Sanpete_Utah_UnitedStates.Female_Total_Population.data|Sanpete_Utah_UnitedStates.Female_Total_Population.missing|Sanpete_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Sanpete_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4273.0|0|16112.0|0|14511.0|0|7819.0|0
