|dates|Hopkins_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hopkins_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hopkins_Texas_UnitedStates.Male_Total_Population.data|Hopkins_Texas_UnitedStates.Male_Total_Population.missing|Hopkins_Texas_UnitedStates.Female_Total_Population.data|Hopkins_Texas_UnitedStates.Female_Total_Population.missing|Hopkins_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hopkins_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6720.0|0|18124.0|0|18686.0|0|9068.0|0
