|dates|Parmer_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Parmer_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Parmer_Texas_UnitedStates.Male_Total_Population.data|Parmer_Texas_UnitedStates.Male_Total_Population.missing|Parmer_Texas_UnitedStates.Female_Total_Population.data|Parmer_Texas_UnitedStates.Female_Total_Population.missing|Parmer_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Parmer_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1355.0|0|5123.0|0|4741.0|0|2820.0|0
