|dates|Larimer_Colorado_UnitedStates.AveragePrecipitationTotal.data|Larimer_Colorado_UnitedStates.AveragePrecipitationTotal.missing|Larimer_Colorado_UnitedStates.AveragePrecipitation.data|Larimer_Colorado_UnitedStates.AveragePrecipitation.missing|Larimer_Colorado_UnitedStates.AverageWindDirection.data|Larimer_Colorado_UnitedStates.AverageWindDirection.missing|Larimer_Colorado_UnitedStates.AverageWindSpeed.data|Larimer_Colorado_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|16|0.0|16|231.83333333333334|0|10.625|0
