|dates|SanJuan_NewMexico_UnitedStates.BLS_EmployedPopulation.data|SanJuan_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|SanJuan_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|SanJuan_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|SanJuan_NewMexico_UnitedStates.BLS_UnemploymentRate.data|SanJuan_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|SanJuan_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|SanJuan_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-02|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-03|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-04|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-05|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-06|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-07|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-08|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-09|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-10|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-11|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-12|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-13|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-14|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-15|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-16|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-17|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-18|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-19|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-20|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-21|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-22|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-23|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-24|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-25|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-26|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
0|2020-01-27|48300.5|0|3248.5|0|6.301771130380803|0|51549.0|0
