|dates|Lyon_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lyon_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lyon_Iowa_UnitedStates.Male_Total_Population.data|Lyon_Iowa_UnitedStates.Male_Total_Population.missing|Lyon_Iowa_UnitedStates.Female_Total_Population.data|Lyon_Iowa_UnitedStates.Female_Total_Population.missing|Lyon_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Lyon_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2140.0|0|5994.0|0|5817.0|0|3347.0|0
