|dates|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Sheboygan_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Sheboygan_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Sheboygan_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|15870.0|0|0.0|100|174.0|0|0.0|100
