|dates|Williamson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Williamson_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Williamson_Illinois_UnitedStates.Male_Total_Population.data|Williamson_Illinois_UnitedStates.Male_Total_Population.missing|Williamson_Illinois_UnitedStates.Female_Total_Population.data|Williamson_Illinois_UnitedStates.Female_Total_Population.missing|Williamson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Williamson_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12713.0|0|33319.0|0|33737.0|0|14649.0|0
